Company,Headquarter,Sector,Investor,Amount,Stage,fundyear
True Balance,Gurugram,FinTech,"Bon Angels Venture Partners, Daesung Private Equity",10000000.0,Debt,2021
Muvin,Bangalore,FinTech,Inflection Point Ventures,1000000.0,Seed,2021
Purplle,Mumbai,Beauty Products,"Spring Marketing Capital, Verlinvest",45000000.0,Seed,2021
FloBiz,Bangalore,Tech Startup,Elevation Capital,10000000.0,Series A,2021
Jeevam Health,New Delhi,Health,Y Combinator,1500000.0,Pre-seed,2021
NewLink Group,Beijing,Tech Startup,Bain Capital,200000000.0,Seed,2021
OZiva,Mumbai,Heathcare,"F-Prime Capital, Eight Roads Ventures India",12000000.0,Series B,2021
Blive,Panaji,Travel,"Mumbai Angels, DNA Entertainment Networks",1000000.0,Pre-series A,2021
Nazara Technologies,Mumbai,Gaming,"Hornbill Capital Advisers, Plutus Wealth Management",30000000.0,Seed,2021
Euler Motors,New Delhi,Automotive,"ADB Ventures, Jetty Ventures",2600000.0,Series A,2021
Pixxel,Bangalore,Spacetech,"Techstars, Ryan Johnson",7300000.0,Seed,2021
Prescinto,Gujarat,Energy,"Venture Catalysts, 9Unicorns Accelerator Fund",3500000.0,Seed,2021
MyGlamm,Mumbai,Beauty Products,Bessemer Venture Partners,20000000.0,Series C,2021
Chirrup,Bangalore,Gaming,"Titan Capital, iSeed, First Cheque, 3.0 Fund.",300000.0,Pre-seed,2021
Policybazaar,Gurugram,Insurance,"Falcon Edge Capital, White Oak Global Advisors",75000000.0,Seed,2021
Livve Homes,Bangalore,Rental Space,Angel investors,5000000.0,Seed,2021
Juicy Chemistry,Coimbatore,Health,Akya Ventures,6300000.0,Series A,2021
Svasti Microfinance,Mumbai,FinTech,"Kayenne Ventures, Nordic Microfinance Initiative",4000000.0,Seed,2021
Nexprt,New Delhi,Consulting,Titan Capital,2000000.0,Seed,2021
Wysa,Bangalore,Ai Startup,"Kae Capital, Pi Ventures",165922008.16485727,Seed,2021
Ankur capital,Mumbai,FinTech,Inflection Point Ventures,40000000.0,Seed,2021
Indifi,Gurugram,FinTech,"Elevar Equity, Accel India",5000000.0,Debt,2021
Firmway,Mumbai,FinTech,Inflection Point Ventures,165922008.16485727,Pre-seed,2021
Say Cheese,Mumbai,Femtech,Inflection Point Ventures,1000000.0,Seed,2021
Indic Inspirations,Pune,Cultural,Marquee investors,300000.0,Seed,2021
Bimaplan,Mumbai,FinTech,"Titan Capital, Y Combinator",500000.0,Seed,2021
YAP,Chennai,FinTech,"Jitendra Gupta, Better Capital",10000000.0,Series B,2021
Leap Finance,Bangalore,FinTech,Jungle Ventures,17000000.0,Series B,2021
BlackSoil NBFC,Mumbai,FinTech,Inflection Point Ventures,3000000.0,Seed,2021
OYO,Gurugram,Hospitality,Hindustan Media Venture,200000000.0,Seed,2021
Max Healthcare,New Delhi,Health,"Radiant Life Care Private Ltd, Life Healthcare",140000000.0,Seed,2021
4baseCare,Bangalore,Healthtech,"Mount Judi Ventures, growX Ventures, Season Two Ventures",2000000.0,Pre-series A,2021
Ezstays,New Delhi,EdTech,Richard Rekhy,400000.0,Seed,2021
Stylework,Gurugram,Co-Working,Inflection Point Ventures,500000.0,Pre-series A,2021
Kinara Capital,Bangalore,FinTech,"GAWA Capital, Gaja Capital",6000000.0,Seed,2021
Riskcovry,Bangalore,Insuretech,"Better Capital, Bharat Inclusion Seed Fund",5000000.0,Series A,2021
NODWIN,Gurugram,Gaming,Krafton,20000000.0,Seed,2021
Quizizz,Bangalore,EdTech,"Eight Roads Ventures India, Nexus Venture Partners",12500000.0,Series A,2021
Ecom Express,New Delhi,E-Commerce,"CDC Group, Partners Group",20000000.0,Seed,2021
Turtlemint,Mumbai,Insuretech,Jungle Ventures,45000000.0,Series D,2021
Captain Fresh,Bangalore,Supply Chain Platform,"Matrix Partners India, Ankur Capital",3000000.0,Seed,2021
Northern Arc,Chennai,FinTech,"U.S. International Development Finance Corp, Asian Development Bank",10000000.0,Debt,2021
Qoohoo,Bangalore,Social Platform,Angel investors,800000.0,Seed,2021
IGL,Mumbai,Gaming,"Hungama, Hindustan Talkies",500000.0,Seed,2021
AMPM,Gurugram,E-Commerce,Agility Venture Partners,200000.0,Seed,2021
The ePlane,Chennai,Drone,"Speciale Invest, Farid Ahsan",1000000.0,Seed,2021
Cashify,Gurugram,E-Commerce,"Bessemer Venture Partners, CDH Investments",15000000.0,Seed,2021
Bijnis,New Delhi,B2B Service,"Sequoia Capital India, Matrix Partners India",165922008.16485727,Seed,2021
Questt,Gurugram,EdTech,"Chiratae Ventures, AET Fund",1000000.0,Seed,2021
DealShare,Jaipur,E-Commerce,"Omidyar Network, Falcon Edge Capital",3000000.0,Debt,2021
Euler Motors,New Delhi,Automotive,"Jetty Ventures, Srinivas Anumolu",4000000.0,Series A,2021
Blume Ventures,Mumbai,FinTech,Avendus,40000000.0,Seed,2021
KoineArth,Bangalore,Blockchain Startup,YourNest,1800000.0,Pre-series A,2021
ImaginXP,Pune,EdTech,Venture Catalysts,1500000.0,Seed,2021
Virohan,Gurugram,EdTech,"National Skill Development Corporation, Rianta Capital",165922008.16485727,Seed,2021
Apna.co,Bangalore,Recruitment,"Sequoia Capital India, Rocketship.vc",12500000.0,Seed,2021
ideaForge,Mumbai,Drone,"Infosys, Qualcomm Ventures",2000000.0,Seed,2021
Clairco,Bangalore,CleanTech,"Real Estate Accelerator Program (REAP), AngelList",500000.0,Seed,2021
Northern Arc,Chennai,FinTech,"Asian Development Bank, U.S. International Development Finance Corp",50000000.0,Debt,2021
Lenskart,"Faridabad, Haryana",Fashion,"Kohlberg Kravis Roberts, Temasek Holdings",95000000.0,Seed,2021
ParkSmart,New Delhi,Automotive,"Shireen Rangaswamy, Dilesh Gathani",165922008.16485727,Seed,2021
Virohan,Gurugram,EdTech,"Rebright Partners, Wadhwani Foundation",3000000.0,Series A,2021
BankSathi,New Delhi,FinTech,"Dinesh Godara, Aditya Talwar",200000.0,Seed,2021
Spark Studio,Bangalore,EdTech,Better Capital,165922008.16485727,Seed,2021
BlissClub,Bangalore,Fashion,Elevation Capital,2000000.0,Seed,2021
BricSpaces,Bangalore,Real Estate,Angel investors,350000.0,Pre-seed,2021
ANSR,Bangalore,Consulting,"Sistema Asia Capital, Evolvence India Fund",15000000.0,Series B,2021
Keito,Pune,Ai Company,"Rajesh Agarwal, Nandkishore Mundada",165922008.16485727,Seed,2021
Reccy Adventures,Gurugram,Sports Startup,"Kallol Banerjee, Jaydeep Barman",400000.0,Seed,2021
Magenta EV,Mumbai,CleanTech,"JITO Angel Network, LetsVenture",15000000.0,Series A,2021
Karbon Card,Bangalore,FinTech,"MyAsia VC, Orios Venture Partners",1000000.0,Pre-series A,2021
Wysa,Bangalore,Ai Company,"W Health Ventures, Pi Ventures",5000000.0,Series A,2021
Agnikul,Chennai,Spacetech,"Artha India Ventures, Sriram Krishnan",11000000.0,Series A,2021
LegalPay,New Delhi,FinTech,9Unicorns,165922008.16485727,Seed,2021
Glamplus,Bangalore,Saas Startup,Inflection Point Ventures,200000.0,Pre-series A,2021
Tekie,Gurugram,EdTech,"GSV, Multiply Ventures",1500000.0,Seed,2021
Asirvad Microfinance,Chennai,FinTech,"WorldBusiness Capital, Northern Arc",15000000.0,Seed,2021
Avalon Labs,Bangalore,FinTech,"Tanglin Ventures, Better Capital, Whiteboard Capital",165922008.16485727,Pre-series A,2021
Betterhalf.ai,Bangalore,Matrimony,"Y Combinator, Rehan A Khan",3000000.0,Pre-series A,2021
Koo,Bangalore,Social Media,"Balaji Srinivasan, Naval Ravikant",30000000.0,Series B,2021
Rezo.ai,Noida,Ai Startup,"Devesh Sachdev, Bhavesh Manglani",165922008.16485727,Seed,2021
Mentoria,Mumbai,EdTech,"Pradeep K Jaisingh, Jayant Mehrotra",200000.0,Pre-series A,2021
Cuvette Tech,Bangalore,HR,"Varun Alagh, Harish Daiya",1800000.0,Seed,2021
Clensta,New Delhi,Biotechnology,"IAN Fund, World Startup Factory",600000.0,Seed,2021
FarMart,Gurugram,Agritech,"Omidyar Network India, Avaana Capital",24000000.0,Pre-series A,2021
Kodo Card,Mumbai,FinTech,"Brex, Y-Combinator",8000000.0,Seed,2021
Polygon,Mumbai,Crypto,"Mark Cuban, MiH Ventures",165922008.16485727,Seed,2021
Get My Parking,New Delhi,Mobility,"IvyCap Ventures, IAN Fund",6000000.0,Seed,2021
Cellestial,Hyderabad,Electronics,"Gurj Aujla, Ashik K",500000.0,Pre-series A,2021
FanCode,Mumbai,Sports Startup,Dream Sports,50000000.0,Seed,2021
Jai Kisan,Mumbai,FinTech,"The Chatterjee Group, Prophetic Ventures",30000000.0,Series A,2021
Plum,Bangalore,Health,"Harsh Jain, Lalit Keshre",15000000.0,Series A,2021
ThatMate,Satara,Health,"Supriya Kumari, Premanshu Singh",140000.0,Seed,2021
Klassroom,Mumbai,EdTech,ah! Ventures,200000.0,Pre-series A,2021
Convin,Bangalore,Saas Startup,"9Unicorns Accelerator Fund, Sunder Nookala",300000.0,Pre-seed,2021
Mensa Brands,Bangalore,Clothing,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",50000000.0,Series A,2021
Disruptium,Ahmadabad,Consulting,Pravesh Mehta,200000.0,Seed,2021
MedTel Healthcare,Orissia,Health,Inflection Point Ventures,5000000.0,Pre-series A,2021
Pickright Technologies,Bangalore,FinTech,"Gaurav Gupta, Vivek Srivatsav",200000.0,Seed,2021
Ingenium,New Delhi,EdTech,Lead Angels,165922008.16485727,Seed,2021
BharatPe,New Delhi,FinTech,"Amplo, Insight Partners",6000000.0,Debt,2021
RuleZero,Bangalore,Tech Startup,"Induslaw, Reddy Futures",1000000.0,Seed,2021
Rubix Data Sciences,Mumbai,It Startup,Inflection Point Ventures,800000.0,Seed,2021
Locobuzz,Mumbai,Analytics,Yuj Ventures,4000000.0,Series A,2021
We Founder Circle,Mumbai,FinTech,Geekster,2000000.0,Pre-seed,2021
Haqdarshak,Jaipur,Finance,"Manish Subramaniam, Upaya Social Ventures",800000.0,Pre-series A,2021
Celcius,Mumbai,Logistics,Eaglewings Ventures,165922008.16485727,Seed,2021
Enthu.ai,Chandigarh,Ai Startup,Appit Simple Infotek,200000.0,Seed,2021
Myelin Foundry,Bangalore,Ai Startup,Beyond Next Ventures,1000000.0,Pre-series A,2021
SuperOps.ai,Chennai,Ai Startup,"Ramakant Sharma, Elevation Capital",3000000.0,Seed,2021
6Degree,Mumbai,Retail,"Keiretsu Forum, SucSEED Venture Partners",1000000.0,Seed,2021
Teachmint,Bangalore,EdTech,"Lightspeed India Partners, CM Ventures",16500000.0,Series A,2021
Sarathi,Jodhpur,Health,Inflection Point Ventures,100000.0,Seed,2021
Jidoka Technologies,Chennai,Software,Inflection Point Ventures,340000.0,Seed,2021
Rapido,Bangalore,Logistics,"Skycatcher, Nexus Venture Partners",43000000.0,Series C,2021
BYJU'S,Bangalore,EdTech,"Tiga Investments, Baron Capital",150000000.0,Seed,2021
ElasticRun,Pune,E-Commerce,"Avataar Venture Partners, Kalaari Capital",75000000.0,Series D,2021
Avail Finance,Bangalore,FinTech,"Alteria Capital, Matrix Partners India",3000000.0,Debt,2021
Nivesh,Noida,FinTech,"Raghav Kapur, Indian Angel Network",1600000.0,Pre-series A,2021
Thingsup,Pune,Iot Platform,GSF Accelerator,1000000.0,Seed,2021
Arthya Wealth and Investments,Mumbai,FinTech,"Rishi Kumar Bagla, Krishen Lal Khanna",1000000.0,Pre-series A,2021
Zepto,Mumbai,E-Commerce,"Glade Brook Capital, Nexus, Y Combinator",60000000.0,Seed,2021
Fi,Bangalore,Finance,"Capital Group, Falcon Edge",50000000.0,Series B,2021
Kiko Live,Gurugram,Commerce,"Dinesh Agarwal, Amarjit Batra",1000000.0,Pre-series A,2021
TurboHire,Hyderabad,Computer Software,"Arcilla, Samir Khosla",165922008.16485727,Seed,2021
The Hosteller,Mumbai,Hospitality,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000.0,Pre-series A,2021
SatSure,Bangalore,Defense & Space,Baring PE India,165922008.16485727,Seed,2021
Ruptok Fintech,New Delhi,Finance,Manuvel Malabar Jewellers,2000000.0,Pre-series A,2021
VilCart,Bangalore,Retail,Nabventures,2000000.0,Seed,2021
Dogsee Chew,Bangalore,Food & Beverages,Sixth Sense Ventures,7000000.0,Pre-series A,2021
Advantage Club,Gurugram,Hr Tech,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",3300000.0,Pre-series A,2021
TRDR,Bangalore,Finance,"Kunal Shah, Snehal Fulzele",150000.0,Seed,2021
Zoomcar,Bangalore,Mobility,SternAegis Ventures,92000000.0,Seed,2021
Leap India,Mumbai,Logistics & Supply Chain,CDC Group,10000000.0,Seed,2021
SuperBottoms,Mumbai,Consumer Goods,Alteria Capital,400000.0,Seed,2021
Cora Health,Bangalore,"Health, Wellness & Fitness",Indian Angel Network,600000.0,Seed,2021
Battery Smart,New Delhi,CleanTech,"Blume Ventures, Orios Ventures",7000000.0,Pre-series A,2021
The Good Glamm Group,Pune,Information Technology & Services,"Warburg Pincus﻿, Prosus Ventures",150000000.0,Series D,2021
Mosaic Wellness,Mumbai,"Health, Wellness & Fitness",Sequoia,24000000.0,Series A,2021
CloudFiles,Bangalore,Saas Startup,Titan Capital,300000.0,Pre-seed,2021
The Viral Fever,Mumbai,Entertainment,BlackSoil,2000000.0,Seed,2021
Xpand,New Delhi,Retail,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000.0,Pre-series A,2021
Troo Good,Hyderabad,E-Commerce,OAKS Asset Management,7000000.0,Series A,2021
Prodo,New Delhi,Business Supplies & Equipment,"Titan Capital, LetsVenture",300000.0,Pre-seed,2021
Unnati,Noida,FinTech,"Incofin, NabVentures, Orios",7000000.0,Series A,2021
Lysto,Bangalore,Nft,BEENEXT,3000000.0,Seed,2021
Wakefit,Bangalore,Furniture,SIG,20000000.0,Series C,2021
Buyofuel,Coimbatore,Oil & Energy,Inflection Point Ventures,100000.0,Seed,2021
ElectricPe,Bangalore,Ev,"Blume Ventures, Micelio Fund",3000000.0,Seed,2021
Vayana Network,Pune,Finance,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",30000000.0,Series C,2021
Valuationary,Surat,E-learning,"Ashish Jain, Ajay Surana",100000.0,Pre-seed,2021
Knocksense,Lucknow,Entertainment,"We Founder Circle, Appyhigh, Mumbai Angels",150000.0,Seed,2021
Petpooja,Ahmedabad,Information Technology & Services,"Aroa Ventures, GVFL, Udaan",4500000.0,Seed,2021
Wingreens Farms,Gurugram,Food & Beverages,"Investcorp, Omidyar Network",17000000.0,Seed,2021
Doola,New York,Company-As-A-Service,Nexus Venture Partners,3000000.0,Seed,2021
EyeMyEye,Gurugram,Eyewear,Inflection Point Ventures,2000000.0,Pre-series A,2021
Bombay Hemp Company,Mumbai,Textiles,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2000000.0,Seed,2021
DGV,Bangalore,Information Technology & Services,"Info Edge Ventures, Omnivore",3000000.0,Pre-series A,2021
GuardianLink,Chennai,Information Technology & Services,Kalaari Capital,12000000.0,Series A,2021
Clinikk,Bangalore,Hospital & Health Care,MassMutual Ventures,4000000.0,Pre-series A,2021
Toplyne,Bangalore,Computer Software,"Sequoia Capital , Together Fund",2500000.0,Seed,2021
Mensa,Bangalore,D2C,"Alpha Wave Ventures, Falcon Edge Capital",135000000.0,Series B,2021
GENLEAP,Haryana,Professional Training & Coaching,"Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000.0,Seed,2021
Planys,Chennai,Maritime,"Kieretsu Forum, Lets Venture, Shell",1600000.0,Pre-series A,2021
Wonderchef,Mumbai,Consumer Goods,"Sixth Sense Ventures, Godrej Family office, Malpani Group",20000000.0,Seed,2021
GoKwik,New Delhi,Information Technology & Services,Sequoia Capital India,15000000.0,Series A,2021
Velocity,Bangalore,Finance,Valar Ventures,20000000.0,Series A,2021
SalaryBox,Gurugram,Finance,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram",4000000.0,Seed,2021
Boingg,Gurugram,Furniture,Inflection Point Ventures,200000.0,Seed,2021
Better Capital,Santra,Venture Capital & Private Equity,Inflection Point Ventures,15000000.0,Seed,2021
Tickertape,Bangalore,Finance,Smallcase,5000000.0,Seed,2021
Zenpay Solutions,New Delhi,Finance,"The StarupLab, AngelBay",165922008.16485727,Seed,2021
Disprz,Mumbai,E-learning,"Dallas Venture Capital, Mars Growth Capital",13000000.0,Series B,2021
Arbo Works,"Mountain View, CA",Computer Software,Sequoia Capital,165922008.16485727,Seed,2021
Inzpira,Trivandrum,E-learning,"Raj Nair, Gopinath Latpate",300000.0,Seed,2021
Defy,Bangalore,Finance,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital",5500000.0,Seed,2021
Mindhouse,Gurugram,"Health, Wellness & Fitness","Binny Bansal, General Catalyst",6000000.0,Seed,2021
Homversity,Ahmedabad,Real Estate,Inflection Point Ventures,155000.0,Seed,2021
Toppersnotes,Jaipur,E-learning,Inflection Point Ventures,1000000.0,Seed,2021
NoBroker.com,Bangalore,Real Estate,"General Atlantic, Tiger Global, Moore Strategic Ventures",2100000.0,Series E,2021
Haber,Pune,Industrial Automation,Ascent Capital,20000000.0,Series B,2021
True Balance,Gurugram,Finance,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",30000000.0,Seed,2021
Recordent,Hyderabad,Finance,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",400000.0,Seed,2021
Koparo,New Delhi,Consumer Goods,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",700000.0,Seed,2021
Indifi,Gurugram,Finance,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",40000000.0,Seed,2021
Settl,Bangalore,Real Estate,"ah! Ventures, We Founder Circle",500000.0,Seed,2021
Park+,New Delhi,Tech Startup,"Sequoia Capital, Matrix Partners",25000000.0,Series B,2021
Simple Energy,Bangalore,Automotive,Inflection Point Ventures,21000000.0,Pre-series,2021
Dream Sports,Mumbai,Sports,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",840000000.0,Seed,2021
Spinny,Gurugram,Automotive,"Abu Dhabi Growth Fund, Tiger Global",248000000.0,Series E,2021
Rentomojo,Bangalore,Furniture Rental,"Accel, Bain Capital",10000000.0,Seed,2021
Slice,Bangalore,Finance,"Tiger Global, Insight Partners",220000000.0,Series B,2021
21K School,Bangalore,E-learning,Ronnie Screwvala,5000000.0,Pre-series A,2021
Adda247,Gurugram,E-learning,WestBridge Capital,20000000.0,Series B,2021
Loop Health,Pune,Hospital & Health Care,"Elevation, General Catalyst",12000000.0,Seed,2021
Rupifi,Bangalore,Finance,Alteria Capital,1000000.0,Debt,2021
RENEE Cosmetics,Ahmedabad,Cosmetics,"Equanimity Ventures, 9Unicorns",1500000.0,Pre-series A,2021
Svish,Gurugram,Consumer Goods,Nueva,400000.0,Seed,2021
Progcap,New Delhi,FinTech,Tiger Global,30000000.0,Series C,2021
Smartstaff,Bangalore,Recruitment,"Blume Ventures, Nexus Venture Partners",4300000.0,Seed,2021
D’Moksha Homes,Mumbai,Textiles,"Apoorva Sharma, The Chennai Angels, Karthik Bhat",570000.0,Seed,2021
ANS Commerce,Gurugram,E-Commerce,"Gokul Rajaram, Venture Catalysts",2200000.0,Pre-series A,2021
Mobileware Technologies,Mumbai,Information Technology & Services,Kvanto Payment Services,4700000.0,Seed,2021
GramCover,Noida,Insurance,"Siana Capital, Inflexor Ventures, Stride Ventures",7000000.0,Series A,2021
BYJU'S,Bangalore,EdTech,"Oxshott Capital Partners, XN Exponent, Edelweiss",300000000.0,Seed,2021
Hyperface,Bangalore,Information Technology & Services,"Kunal Shah, Better Capital",1300000.0,Seed,2021
Licious,Bangalore,Food & Beverages,Inflection Point Ventures,52000000.0,Series G,2021
Chalo,Mumbai,Mobility,"Lightrock India, Filter Capital",40000000.0,Series C,2021
Kaar Technologies,Chennai,Information Technology & Services,BlackSoil,4000000.0,Seed,2021
Kissan Pro,Jharkhand,Farming,EKKI,165922008.16485727,Seed,2021
Sunstone Eduversity,Gurugram,EdTech,WestBridge Capital,28000000.0,Series B,2021
Ozonetel,Hyderabad,Telecommunications,Stakeboat Capital,5000000.0,Series A,2021
CoinSwitch Kuber,Bangalore,Crypto,"Coinbase Ventures, Andreessen Horowitz",260000000.0,Series C,2021
Pazcare,Bangalore,Insurance,"BEENEXT, 3one4 Capital",3500000.0,Seed,2021
kWh Bikes,Bangalore,Automotive,"Let’s Venture, Better Capital",2000000.0,Seed,2021
IBSFINtech,Bangalore,Information Technology & Services,Inflection Point Ventures,1000000.0,Pre-series A,2021
LeadSquared,Bangalore,Computer Software,International Finance Corporation,165922008.16485727,Seed,2021
Phool.co,Kanpur,CleanTech,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",165922008.16485727,Seed,2021
Twin Health,Chennai,"Health, Wellness & Fitness","Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000.0,Series C,2021
Trica,Mumbai,Equity Management,LetsVenture,3000000.0,Seed,2021
mHealth,New Delhi,"Health, Wellness & Fitness",India Accelerator,165922008.16485727,Seed,2021
Rebel Foods,Mumbai,Cloud Kitchen,Qatar Investment Authority,175000000.0,Series F,2021
ProfitWheel,Mumbai,Marketing & Advertising,"Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",3000000.0,Seed,2021
Log 9 Materials,Bangalore,Nanotechnology,Petronas Ventures,2000000.0,Seed,2021
Chingari,Bangalore,Entertainment,Solana,19000000.0,Seed,2021
Ishitva,Ahmedabad,Computer Software,Inflection Point Ventures,1000000.0,Pre-series A,2021
Ola Electric,Bangalore,Automotive,"Falcon Edge, Softbank",200000000.0,Seed,2021
leap.club,Gurugram,Community,"Enzia Ventures, Kunal Shah",810000.0,Pre-series A,2021
F5,New Delhi,Retail,Auxano Capital,600000.0,Pre-series A,2021
ForeignAdmits,Bangalore,E-learning,Unicorn India Ventures,400000.0,Seed,2021
SALT,Bangalore,Finance,"Prashant Pansare, Supermorpheus",500000.0,Pre-seed,2021
EarnWealth,Pune,Finance,Inflection Point Ventures,500000.0,Pre-series A,2021
Visit Health,New Delhi,"Health, Wellness & Fitness",Docprime Technologies,7500000.0,Seed,2021
Crater.Club,Bangalore,Entertainment,LC Nueva AIF,700000.0,Seed,2021
NFTically,Gurugram,Nft,"Nitish Mittersain, Gaurav Munjal",1000000.0,Seed,2021
ReshaMandi,Bangalore,B2B,"9Unicorns, Venture Catalysts, Sandeep Singhal",30000000.0,Series A,2021
Zetwerk,Bangalore,Mechanical Or Industrial Engineering,TradeCred,600000000.0,Seed,2021
Hubilo,Ahmedabad,Software Startup,Alkeon Capital,125000000.0,Series B,2021
